emails_sent,send_time,subject_line,unique_opens,open_rate,clicks,click_rate,html_file_path
1213,2021-12-09 22:48:44+00:00,[Estamos por comenzar] Ingeniería Civil: El boom en la industria de la construcción,252,0.210175145954962,55,0.0341951626355296,all-data/html/7ae0108d10.html
96,2021-12-21 22:30:00+00:00,[Estamos por comenzar] Ingeniería Industrial: Absuelve tus dudas con el director de carrera.,12,0.133333333333333,6,0.0333333333333333,all-data/html/7af055539f.html
17,2021-12-07 23:00:00+00:00,[Estamos por comenzar] Innova tu negocio con Scamper,2,0.117647058823529,0,0.0,all-data/html/7b04b6d730.html
3261,2020-05-08 01:23:15+00:00,[Idiomas UC] Ahora más que nunca ¡Tú sigue!,776,0.238769230769231,102,0.0261538461538461,all-data/html/7b16bf0727.html
2607,2019-08-05 22:11:08+00:00,[Idiomas UC] Conoce nuestros horarios del idioma de inglés y avanza con el requisito de tu plan curricular,430,0.165575664227955,25,0.0096264921062764,all-data/html/7b2fd6e305.html
442,2020-09-25 19:31:11+00:00,[Recordatorio]   📌 Webinar: Campos de Acción de un Ingeniero Industrial en la Era 4.0,103,0.241784037558685,29,0.056338028169014,all-data/html/7b4bc87851.html
379,2021-03-02 22:09:13+00:00,[Webinar IdiomasUC] ¿Cómo acreditar un segundo idioma y estar apt@ para llevar la asignatura de mi plan de estudios?,153,0.403693931398417,27,0.0580474934036939,all-data/html/7b56f6fa27.html
964,2021-03-10 14:52:52+00:00,[Webinar informativo] Inducción: Primer día de clases 💻,213,0.221413721413721,59,0.0457380457380457,all-data/html/7b65fee559.html
3190,2020-03-25 20:44:45+00:00,#QuédateEnCasa y continúa capacitándote ✍,448,0.141951837769328,185,0.0332699619771863,all-data/html/7b618e2716.html
3749,2021-04-28 15:35:31+00:00,⏰ ¡Quedan pocos días para la inscripción al concurso Refuérzate Wanka! ¿Ya conoces todos los detalles?,640,0.170803309314118,69,0.0114758473445423,all-data/html/7b6933910c.html
44376,2021-12-16 23:42:09+00:00,⛄🎄🎉 ¡Estamos de fiesta! Hacemos un repaso sobre lo mejor del año en nuestro programa en Twitch,2812,0.0635853835021707,266,0.0015602387843704,all-data/html/7b6f8931b1.html
11651,2021-07-27 21:48:12+00:00,🇵🇪 #OrgulloPeruano Conéctate a Twitch y disfruta nuestra edición especial de Free Fire,5681,0.489108910891089,43,0.0023245802841153,all-data/html/7b8b40a671.html
1147,2021-09-03 20:00:00+00:00,✋¡Estudia en el IC y viaja al extranjero! Inscríbete ahora con el 50% de descuento,80,0.06974716652136,3,0.002615518744551,all-data/html/7b8c63ad1a.html
4663,2021-12-03 17:03:21+00:00,🎁🎉 ¡Ampliamos en Black Friday Conti!,299,0.0641906397595534,9,0.0019321597252039,all-data/html/7b9921ca34.html
5972,2021-11-25 13:34:49+00:00,🎁🎉 ¡Empezó en Black Friday Conti!,1137,0.190420365097974,9,0.0015072852118573,all-data/html/7ba49eb9e0.html
14049,2019-12-24 19:31:33+00:00,🎄 ¿Cuánto sabes de la Navidad? 👉 Resuelve este quiz y descúbrelo,1048,0.0746066775824019,99,0.0054815974941268,all-data/html/7bad1d3b7e.html
5408,2019-12-24 19:38:55+00:00,🎄🎁🎉 ¡Por todas las metas y sueños que nos unen! ¡Feliz Navidad!,541,0.100148093298778,0,0.0,all-data/html/7bc5029629.html
24558,2020-11-27 22:00:00+00:00,🎉 ¡Se acaba el Black Friday de la Universidad Continental!,4628,0.188582372356465,557,0.0145063363351126,all-data/html/7bc4aa07d3.html
10680,2023-11-25 22:00:00+00:00,🎉 ¡Se acaba el Cyber Conti!,685,0.0659097469450591,1,9.62186086789185E-05,all-data/html/7bcc62a278.html
10688,2023-11-25 14:00:00+00:00,🎉 ¡Últimas Horas del Cyber Conti!,614,0.0590441388595057,5,0.0001923261852101,all-data/html/7be138b3c5.html
237,2020-11-27 17:54:38+00:00,🎉 Comenzó el Black Friday Conti. Accede hoy a las descargas libres y descuentos,82,0.347457627118644,111,0.148305084745763,all-data/html/7bdbbbb172.html
1238,2023-08-31 20:15:00+00:00,🎉Open House: Participa de nuestro cóctel-networking y conoce a tus futuros mentores,376,0.303715670436187,7,0.0040387722132471,all-data/html/7bddab837f.html
15450,2021-11-10 23:00:00+00:00,🎞📽 ¡Es tiempo de películas y series! Conéctate a nuestro programa en Twitch,2817,0.182827102803738,98,0.0057113187954309,all-data/html/7bfdfb205f.html
6610,2021-09-08 23:37:31+00:00,🏆 ¡Que empiece el torneo! Prepárate para el Lateral Gaming Cup,1308,0.198302001212856,341,0.0113705275924802,all-data/html/7c304b938b.html
80705,2021-02-01 20:20:33+00:00,"🏆 Si eres deportista destacado o de alta competencia, esta beca es para ti.",9252,0.114777689559349,363,0.0033619491861849,all-data/html/7c3509aee9.html
3445,2020-08-18 20:52:31+00:00,👉 Aprovecha el 75% de descuento en admisión,352,0.10226612434631,49,0.0124927367809413,all-data/html/7c48de3eb0.html
5263,2019-07-31 23:25:31+00:00,👉 Conoce a siete deportistas destacados de #Lima2019 🏀🏃,558,0.106063486029272,59,0.0064626496863714,all-data/html/7c4f8ea172.html
15773,2020-01-09 16:43:46+00:00,👉 Descubre las tendencias del marketing digital en el 2020,955,0.0605465035186711,58,0.0032967729664616,all-data/html/7c639fcbf6.html
3599,2021-09-07 20:57:12+00:00,👉 Mañana es el Simulacro de Admisión,426,0.118696015603232,87,0.0158818612426859,all-data/html/7c72e36ee4.html
44,2021-11-30 00:44:06+00:00,👉 Participa del evento informativo: Conoce a tu cliente con mapas de empatía,7,0.162790697674419,4,0.0465116279069767,all-data/html/7c7b3609f2.html
123,2021-10-27 23:20:38+00:00,👉 Participa del evento informativo: Ingeniería Industrial en Cusco,16,0.130081300813008,11,0.032520325203252,all-data/html/7cbaac572f.html
18,2021-12-06 19:58:17+00:00,👉 Participa del evento informativo: Innova tu negocio con Scamper,1,0.0588235294117647,0,0.0,all-data/html/7cbfada304.html
16825,2021-01-18 21:53:20+00:00,👉 Participa del OPEN CONTI evento 100% digital,1591,0.0945953980617159,127,0.006361852666627,all-data/html/7cd740c838.html
5128,2021-09-10 21:27:20+00:00,👉 Participa del webinar: Mejora tu CV y alcanza el puesto que buscas,1125,0.219640765326045,78,0.0132760640374853,all-data/html/7cf633954b.html
804,2021-11-08 19:49:11+00:00,👉 Participa del webinar: Prepárate para tu examen de admisión,60,0.0746268656716417,5,0.0062189054726368,all-data/html/7cf8ebfceb.html
44858,2021-09-02 21:07:50+00:00,👉 Participa en el Challenge Pensamiento Lateral “Desafíos Tecnológicos en Pandemia”,1879,0.0419344759864309,73,0.0011828244956257,all-data/html/7d276cb14f.html
11769,2021-05-12 23:31:27+00:00,👉 Participa y difunde la Hackathon “Desmonte cero”,956,0.0812648758925535,23,0.0016150969058143,all-data/html/7d4df599d5.html
3111,2021-09-14 15:01:40+00:00,👉 Piensa Continental - La importancia de tu autodeterminación por Niko Kisic,168,0.0540714515609913,22,0.0048278081750885,all-data/html/7d4ef93fe0.html
1399,2020-03-20 13:00:00+00:00,👉 Recuerda que ya puedes iniciar tu convalidación virtual,939,0.698141263940521,1564,0.294423791821561,all-data/html/7d7010266d.html
177,2021-12-02 21:11:39+00:00,👉 Revive nuestro taller de emprendimiento,23,0.132947976878613,3,0.0173410404624277,all-data/html/7d86d066d3.html
2223,2020-09-07 23:59:26+00:00,👉 Seis aplicaciones que te convertirán en el mejor de la clase,473,0.213159080666967,88,0.0306444344299233,all-data/html/7d9e42d3d0.html
86914,2021-02-09 20:00:00+00:00,"👉 Si eres deportista, tenemos una beca para ti. 🏆",6544,0.07536565703098,218,0.0019117816422895,all-data/html/7da8c1b429.html
204,2021-10-19 13:42:10+00:00,👉 Taller informativo: Administración en Cusco,9,0.044776119402985,1,0.0049751243781094,all-data/html/7da58dfd57.html
5284,2019-07-02 21:39:17+00:00,👉 Toy Story 4: ¿cómo se animó la película de Pixar? 🎥,493,0.0933358576296857,46,0.0077622112836046,all-data/html/7dbfc008eb.html
3180,2021-07-08 16:09:46+00:00,👉 Tus retos empiezan aquí,668,0.21019509125236,37,0.0091252359974826,all-data/html/7dc78a7833.html
64,2020-08-28 20:57:14+00:00,👉 Último día del 30% de descuento en matrícula,12,0.1875,1,0.015625,all-data/html/7dc7d5456f.html
12798,2023-10-12 23:28:28+00:00,👉 Únete a VocaZíon: Donde tus ideas crean impacto y ganan increíbles recompensas,1606,0.126247936482981,112,0.0058171527395645,all-data/html/7dcfc6d120.html
172,2020-08-13 20:00:00+00:00,👉 Webinar: La producción minera y el bienestar de los trabajadores,8,0.0465116279069767,2,0.005813953488372,all-data/html/7ddcd050b6.html
42088,2023-09-22 23:51:45+00:00,👉¿Sabías que puedes realizar un Doble Grado con una universidad estadounidense? 🇺🇸 🇵🇪,10197,0.242283840615867,190,0.0040154917195333,all-data/html/7dd901fec9.html
6020,2024-06-17 01:41:48+00:00,👉😉 ¡Solo hasta mañana! Si dominas el nivel básico puedes acreditar el nivel intermedio B1 en solo 4 meses y medio!,972,0.162568991470146,255,0.0173942130791102,all-data/html/7e1e79bcab.html
7860,2024-06-27 21:14:23+00:00,👉😉¡Si dominas el nivel básico de inglés puedes acreditar el nivel intermedio B1 en solo 4 meses y medio!,2023,0.258894292295879,429,0.024443306885078,all-data/html/7e2156e797.html
2301,2020-11-05 19:29:51+00:00,👉El Open Conti premia tu asistencia 🎀,592,0.257391304347826,153,0.0491304347826086,all-data/html/7e38348cba.html
2458,2023-05-24 16:14:41+00:00,👉Informativo: Conoce el calendario académico 2023-10 bloque B,1094,0.445077298616762,0,0.0,all-data/html/7e3c76dd53.html
3866,2023-04-18 23:16:08+00:00,👉INVITACIÓN: Matrícula en Actividades Extracurriculares - Growth Center✅,1480,0.382824624935334,117,0.0196585618210036,all-data/html/7e463e0036.html
16,2020-03-11 20:32:39+00:00,👉Obtén un 30% de descuento en tu matrícula. Válido hasta el 11.03,7,0.5,0,0.0,all-data/html/7e51fde4b9.html
2811,2019-09-24 17:59:45+00:00,👋  ¿Por qué apostar por una carrera universitaria?,479,0.170462633451957,15,0.0046263345195729,all-data/html/7e608e0eda.html
225,2021-09-18 15:00:00+00:00,👋¡Llegó el momento de tomar la decisión que cambiará tu futuro!,35,0.155555555555556,2,0.0088888888888888,all-data/html/7e5ebf96a3.html
228,2021-09-11 15:00:00+00:00,👋¡No te pierdas del descuento durante todo el primer ciclo de tu carrera profesional!,23,0.100877192982456,2,0.0087719298245614,all-data/html/7e65776cf1.html
3786,2023-05-06 21:57:51+00:00,👍 Entrega tu Actividad virtual 4  Bloque A,1601,0.422873745377707,0,0.0,all-data/html/7e89bee606.html
2799,2021-10-06 15:00:00+00:00,👏Inicia tu carrera al éxito en la modalidad a distancia,613,0.219320214669052,167,0.0211091234347048,all-data/html/7e9d859907.html
4547,2021-09-01 20:31:10+00:00,👨‍🏫👩‍🏫 ¿Cómo será la educación luego de cumplido el Bicentenario?,974,0.214254289485262,89,0.0158380994280686,all-data/html/7ea4bb90e2.html
16789,2021-10-14 21:00:56+00:00,👨‍🏫👩‍🏫 Desafíos y competencias del docente en la era digital,1644,0.0981844242713808,56,0.0023291925465838,all-data/html/7ea8fac00c.html
3693,2021-05-13 19:11:05+00:00,👩‍💻 Fuerza Wanka: ¿Sabes qué son las skills en los negocios?,477,0.1292332701165,32,0.0078569493362232,all-data/html/7ebaa50886.html
85401,2021-11-30 17:26:33+00:00,"💁¿Cuál es la diferencia entre vocación, profesión y ocupación?",6341,0.0743690185775943,804,0.0046913116907487,all-data/html/7eaa48bc17.html
33195,2021-11-15 23:33:24+00:00,💡  ¿Quieres mejorar tu concentración? Conoce los beneficios del Mindfulness,2836,0.0856927028252001,277,0.0053180238706753,all-data/html/7ece5eb94c.html
14,2021-10-19 14:00:47+00:00,💥 Actualiza tus datos y gana un kit UC,1,0.0833333333333333,0,0.0,all-data/html/7eccde7e74.html
99463,2021-12-30 14:51:21+00:00,💥 Año nuevo: ¿Realmente funcionan las cábalas de fin de año? 🎉,9063,0.0914032716783992,747,0.003126449765012,all-data/html/7f1721ef26.html
4968,2021-12-14 21:07:33+00:00,💥 Llegó el CyberConti: este 14 al 17 de diciembre,490,0.0986312399355877,54,0.0094605475040257,all-data/html/7f202dc1b8.html
12896,2023-09-29 15:37:48+00:00,"💥🚀Conoce Vocazión, el evento UC para tu cole que te traerá grandes premios 🙌",937,0.0730490371871832,20,0.0012473688313713,all-data/html/7f32c29459.html
3695,2021-05-11 21:20:21+00:00,💪 ¡Actívate Wanka! Agenda los talleres de este 12 y 13 de mayo,431,0.116707284050907,50,0.0092066070945031,all-data/html/7f3c199dc2.html
3522,2021-04-13 15:00:00+00:00,"💪 ¡Ampliamos la fecha de inscripciones! Participa en el concurso Refuérzate Wanka y gana hasta S/. 16, 000 soles en premios.",361,0.102527690996876,39,0.0056802044873615,all-data/html/7f39da569e.html
3697,2021-05-05 22:24:25+00:00,"💪 ¡Cada vez más cerca! Participa en el concurso Refuérzate Wanka y gana hasta S/. 16, 000 soles en premios.",606,0.164005412719892,63,0.0089309878213802,all-data/html/7f402b843b.html
1900,2021-03-11 22:10:13+00:00,💪 ¡Continuamos activando nuestra Fuerza Wanka!,353,0.186575052854123,42,0.0200845665961945,all-data/html/7f4cb57bd7.html
543,2021-03-10 21:32:46+00:00,💪 ¡Es hoy! Aprende a gestionar tu inteligencia social para activar tu Fuerza Wanka,140,0.25830258302583,18,0.0276752767527675,all-data/html/7f6d9f363e.html
2563,2021-04-22 18:52:53+00:00,💪 ¡Es hoy! Webinar informativo: ¿Cómo postular a Refuérzate Wanka?,384,0.15,50,0.011328125,all-data/html/7f7e28d7bb.html
3389,2021-03-25 23:10:29+00:00,"💪 ¡Pon a prueba el potencial de tu negocio! Participa en el concurso Refuérzate Wanka y gana hasta S/. 16, 000 soles en premios.",1505,0.44408380053113,77,0.0118028917084685,all-data/html/7f75e27825.html
646,2021-04-07 22:00:00+00:00,💪 ¡Se ampliaron las inscripciones! Participa en el concurso Refuérzate Wanka y potencia tu emprendimiento,132,0.204334365325077,15,0.0185758513931888,all-data/html/7f6dc63588.html
3607,2021-04-30 21:34:43+00:00,"💪 ¡Últimos días! Inscríbete al concurso Refuérzate Wanka y gana hasta S/. 16, 000 soles en premios.",370,0.102663706992231,21,0.0047169811320754,all-data/html/7faaba2555.html
146,2021-03-04 19:45:07+00:00,💪 ¡Únete a la educación en movimiento!,15,0.102739726027397,1,0.0068493150684931,all-data/html/7fc0b15c59.html
176,2021-03-11 00:00:00+00:00,💪 ¡Ya estamos en vivo! 3.° Taller de Actívate Wanka,46,0.261363636363636,6,0.034090909090909,all-data/html/7fd5eb583b.html
1431,2021-01-28 21:41:58+00:00,💪 Estamos por comenzar el OPEN CONTI A Distancia,498,0.348008385744235,263,0.134171907756813,all-data/html/7fd7420809.html
980,2021-07-26 22:18:10+00:00,💪 Participa del taller: Piensa Continental por Niko Kisic,206,0.210204081632653,31,0.0316326530612244,all-data/html/7feb473ed9.html
630,2021-03-09 18:45:41+00:00,💪 Sigamos activando nuestra Fuerza Wanka,244,0.3879173290938,50,0.0699523052464228,all-data/html/7fff8f1a9c.html
139,2019-03-13 22:59:46+00:00,💪 Súmate a la revolución positiva,45,0.333333333333333,9,0.0592592592592592,all-data/html/80084f472f.html
1355,2021-04-15 19:42:14+00:00,💪 Webinar informativo: ¿Cómo postular a Refuérzate Wanka?,215,0.158671586715867,22,0.0140221402214022,all-data/html/800bf92ddd.html
2414,2021-09-11 15:00:00+00:00,💪¡Continúa logrando tus metas con el IC!,194,0.0804979253112033,17,0.0066390041493775,all-data/html/800e561f8a.html
1403,2021-03-08 20:10:36+00:00,💪¡Es hoy! Conversatorio: Ingenieras de Impacto,338,0.240912330719886,24,0.0128296507483962,all-data/html/801c38eb23.html
229,2021-09-03 20:00:00+00:00,💪¡Potencia tu carrera profesional con nosotros! Últimos días,22,0.0960698689956331,2,0.0087336244541484,all-data/html/809740e694.html
1402,2021-03-08 21:45:00+00:00,💪¡Ya estamos en vivo! Conversatorio: Ingenieras de Impacto,410,0.29243937232525,51,0.0320970042796005,all-data/html/809a34ec51.html
221,2021-10-06 15:00:00+00:00,💪Potencia el futuro de las organizaciones con la carrera de Administración del IC.,8,0.0361990950226244,0,0.0,all-data/html/809eab228c.html
49,2020-08-07 14:33:02+00:00,💪Únete a #LaFuerzaDelCambio y crea impacto positivo estudiando en la UC,3,0.0612244897959183,0,0.0,all-data/html/80d4284ff1.html
4239,2021-02-11 16:48:56+00:00,💪Únete a la educación en movimiento,1102,0.260581697800899,41,0.0073303381414045,all-data/html/8115b6cf83.html
3695,2021-05-12 21:39:39+00:00,💬 Fuerza Wanka: Aprende a usar Whatsapp para potenciar tu negocio,492,0.133225020308692,49,0.0105605199025182,all-data/html/81363d5162.html
3942,2023-06-06 18:03:46+00:00,💵 Emprende con el curso extracurricular: Herramientas básicas online para emprender 💪↗️,959,0.243277524099442,41,0.0086250634195839,all-data/html/815c782211.html
85299,2021-11-26 15:48:34+00:00,💵 Evita estafas en el Black Friday 2021 con estos consejos,5957,0.0699662912110499,475,0.0023255540808776,all-data/html/8183e753b4.html
612,2020-10-28 14:26:52+00:00,💻  Conéctate al conversatorio: Experiencias UC en la era digital,125,0.204582651391162,45,0.0360065466448445,all-data/html/817de6cf5e.html
15236,2020-09-15 21:31:18+00:00,💻 Estás a un día de nuestro webinar gratuito: Acceso y calidad: retos y oportunidades de la educación a distancia  👉,993,0.0652088258471237,39,0.0025610717100078,all-data/html/818e1af3cc.html
1939,2020-10-23 16:58:23+00:00,💻 Evento informativo: Impulsa tu desarrollo: Carreras de Ingeniería,131,0.0676652892561983,15,0.0041322314049586,all-data/html/819e63eff6.html
1404,2020-12-15 22:16:07+00:00,💻 Participa de nuestra conferencia - La otra partida,32,0.0272340425531914,1,0.0008510638297872,all-data/html/81ae94847d.html
3094,2020-08-07 13:46:01+00:00,💻 Participa de nuestro evento informativo: Aprende con nuestras plataformas virtuales,1481,0.481156595191683,31,0.0058479532163742,all-data/html/81b2e6d342.html
4186,2021-03-25 17:22:02+00:00,"💻 Participa de nuestro taller digital: Colores, pensamientos y acción para los negocios",196,0.04688995215311,9,0.0019138755980861,all-data/html/81c06f41cd.html
540,2021-10-11 17:04:16+00:00,💻 Participa del evento: Descubre los nuevos horizontes en el mapa de la educación,79,0.146296296296296,0,0.0,all-data/html/81c583a293.html
11768,2021-09-23 15:58:47+00:00,"💻 Participa del webinar: ""Agenda medioambiental de cara al bicentenario""",1803,0.153603680354405,46,0.0029817686147554,all-data/html/81d72d1db1.html
3229,2021-09-24 21:15:00+00:00,💻 Participa del webinar: “Conoce la experiencia de nuestros egresados 100% virtual”,560,0.173589584624923,48,0.013639181649101,all-data/html/81f208f95c.html
906,2020-11-10 18:10:49+00:00,"💻 Si buscas una propuesta de aprendizaje flexible, la modalidad A Distancia es lo que necesitas.",90,0.0994475138121546,23,0.0254143646408839,all-data/html/81fc449f96.html
9727,2020-08-19 21:34:29+00:00,💻 Último evento: Conoce el ecosistema digital UC,1655,0.170425290907219,75,0.0053547523427041,all-data/html/8208037bf1.html
351,2020-09-14 20:36:59+00:00,💻 Webinar gratuito: Acceso y calidad: retos y oportunidades de la educación a distancia 👉,52,0.153846153846154,3,0.0088757396449704,all-data/html/820aac51fe.html
5788,2020-10-13 19:37:09+00:00,"💻 Webinar gratuito: Erasmus day ""La Unión Europea y la cooperación internacional para el acceso y calidad de la educación digital"" 👉",799,0.13813969571231,46,0.0074343015214384,all-data/html/8221c27273.html
1288,2020-06-10 16:14:53+00:00,💻 Webinar:  La evolución en la Administración en la era 4.0,241,0.187257187257187,22,0.0139860139860139,all-data/html/8223c61c68.html
3682,2021-04-26 22:52:09+00:00,💻 Webinar: Gestión del tiempo: Claves para estudiar y trabajar a la vez,720,0.195705354715955,120,0.0271812992661049,all-data/html/8226b14572.html
1667,2020-08-24 14:23:52+00:00,💻 WEBINAR: La transformación digital en la administración de los negocios,110,0.0659868026394721,22,0.0065986802639472,all-data/html/822dd7f944.html
32688,2023-07-13 17:30:03+00:00,💻Ejerce tu profesión a nivel internacional con un título estadounidense en Continental University of Florida,1711,0.0531647142901531,54,0.0010564583786471,all-data/html/8251548265.html
51,2020-01-14 19:00:00+00:00,📅 Hoy: Recuerda conectarte a nuestro webinar informativo,15,0.294117647058824,1,0.0196078431372549,all-data/html/82625a32b3.html
51,2020-01-14 03:54:14+00:00,📅 Mañana: Recuerda conectarte a nuestro webinar informativo,19,0.372549019607843,6,0.0784313725490196,all-data/html/8269804edb.html
597,2021-10-22 16:46:17+00:00,📊 Estudia la carrera de administración y negocios internacionales en la UC,33,0.0552763819095477,26,0.0033500837520938,all-data/html/827ae463e2.html
3053,2020-06-08 21:09:09+00:00,📌  Estamos en vivo - Webinar: ¿Por qué estudiar Ingeniería de Sistemas?,116,0.0379954143465443,2,0.0006550933508024,all-data/html/827b5aa566.html
9911,2020-11-23 23:01:19+00:00,📌  Wichay UC y Startup Grind Arequipa te invitan al “Edtech: La revolución de la educación”,465,0.0469412477286493,10,0.0010094891984655,all-data/html/826b2b4f20.html
8418,2020-12-04 21:46:24+00:00,📌 ¡Hoy! Conoce lo que buscan las mineras en los egresados de la modalidad semipresencial,1251,0.148751486325803,70,0.0067776456599286,all-data/html/827fa4ccd3.html
476,2021-09-09 02:19:33+00:00,📌 ¡Mañana! Conversatorio Internacional: “La Nueva Educación en el marco del Bicentenario del Perú”,149,0.315677966101695,37,0.0508474576271186,all-data/html/82a0d4809d.html
3171,2020-03-02 20:28:56+00:00,📌 ¡Últimos cupos! Inscríbete a nuestra charla informativa,459,0.145023696682464,40,0.0110584518167456,all-data/html/82b10337a7.html
45003,2021-04-19 22:02:36+00:00,📌 ¿Cómo pasamos del Perú qué conocemos al Perú que queremos llegar?,3442,0.0765399154992217,121,0.0023126528796975,all-data/html/82acfef95c.html
12053,2021-04-08 21:29:17+00:00,📌 ¿Por qué la UC es líder en educación virtual en el Perú?,2336,0.193955496512786,200,0.0136997675190966,all-data/html/82ca8c7921.html
11751,2021-06-03 21:49:32+00:00,📌 ¿Qué mensaje quieres darle al Perú?,2240,0.190800681431005,147,0.0081771720613287,all-data/html/82cd1342a3.html
108,2021-02-23 16:35:08+00:00,📌 Administración y Marketing: Conoce a tu director académico y resuelve todas tus dudas,8,0.074074074074074,1,0.0092592592592592,all-data/html/82d203c211.html
32,2021-02-25 15:15:00+00:00,📌 Administración y Recursos Humanos: Conoce a tu director académico y resuelve todas tus dudas,2,0.0625,0,0.0,all-data/html/830e4e7ed2.html
187,2021-02-25 00:38:48+00:00,📌 Arquitectura: Conoce a tu director académico y resuelve todas tus dudas,17,0.0913978494623656,3,0.0161290322580645,all-data/html/83135c089c.html
34135,2020-12-10 23:34:03+00:00,"📌 Becas Luces Continental, reconocemos tu talento",3133,0.0918175956860676,296,0.0060371607760389,all-data/html/83184a9d2a.html
168,2021-06-04 17:57:45+00:00,📌 Bienvenid@ a Universidad Continental,28,0.173913043478261,11,0.0559006211180124,all-data/html/832acf42a8.html
4907,2020-05-29 16:19:09+00:00,📌 Charla Virtual: Conóce todos los beneficios de nuestra Modalidad Semipresencial,714,0.145744029393754,73,0.0124515207185139,all-data/html/832a53fb03.html
79,2021-02-25 22:30:00+00:00,📌 Ciencias y tecnologías de la Comunicación: Conoce a tu director académico y resuelve todas tus dudas,11,0.139240506329114,0,0.0,all-data/html/834abe1c49.html
1540,2021-10-28 23:12:46+00:00,📌 Conoce las técnicas de mindfulness para aplicar a tus estudios,124,0.0806766428106701,10,0.0058555627846454,all-data/html/83902cf997.html
1427,2021-10-25 17:08:46+00:00,📌 Conoce los paneles de sombra que protegen de los rayos UV con el uso del Heliodón desmontable,90,0.0632466619817287,4,0.0021082220660576,all-data/html/837acdd6a5.html
34146,2020-12-09 19:19:08+00:00,📌 Conoce nuestras Becas Impacto Positivo,3546,0.103893820866661,412,0.0084380768216577,all-data/html/83c20e2fb3.html
954,2021-09-29 15:20:01+00:00,📌 Conoce nuestro modelo educativo,107,0.112277019937041,11,0.0104931794333683,all-data/html/83e30eabf0.html
43759,2021-03-02 13:30:00+00:00,📌 Conoce por qué somos líderes en educación virtual en el país,10286,0.235329108421607,1013,0.0187146811869409,all-data/html/83f3052333.html
137,2021-02-23 21:28:56+00:00,📌 Contabilidad: Conoce a tu director académico y resuelve todas tus dudas,16,0.116788321167883,3,0.0072992700729927,all-data/html/83f6fba6a1.html
70369,2020-09-04 17:30:00+00:00,"📌 Continental+: Descubrir, construir y volver por más",5443,0.0773988965360332,267,0.0034838746373926,all-data/html/841063a3b7.html
42684,2021-10-04 17:23:00+00:00,📌 Control de precios ¿Conoces las sus consecuencias?,4738,0.111246771542616,263,0.0042967832824606,all-data/html/84190bf0c1.html
911,2021-09-30 14:03:49+00:00,📌 Conviértete en un profesional que impacta y trasciende,89,0.0979097909790979,21,0.0099009900990099,all-data/html/84345d76c2.html
66,2021-02-23 16:37:16+00:00,📌 Economia: Conoce a tu director académico y resuelve todas tus dudas,10,0.153846153846154,0,0.0,all-data/html/843b05f902.html
119,2021-02-23 16:35:22+00:00,📌 Enfermería: Conoce a tu director académico y resuelve todas tus dudas,12,0.100840336134454,4,0.0252100840336134,all-data/html/84448e2f3c.html
479,2021-06-11 18:00:40+00:00,📌 Es momento de estar unidos y mirar el futuro con optimismo,72,0.150313152400835,3,0.0041753653444676,all-data/html/8447121ecf.html
3037,2020-06-08 21:43:50+00:00,📌 Estamos por empezar el webinar: Tendencia de la Ingeniería Eléctrica en el mundo laboral post pandemia,115,0.0378663154428712,5,0.0016463615409944,all-data/html/846e043987.html
111,2021-10-26 23:00:00+00:00,📌 Estamos próximos al evento:  “Ventajas de la Educación A Distancia 100% virtual”,26,0.236363636363636,10,0.0727272727272727,all-data/html/8476152c94.html
512,2021-09-30 14:03:50+00:00,📌 Estudia desde casa con nuestra modalidad A Distancia - ¡Postula a la UC!,37,0.0724070450097847,11,0.0136986301369863,all-data/html/84af9a1696.html
3139,2021-11-03 23:59:32+00:00,📌 Estudia sin dejar de trabajar. Te invitamos a nuestra feria de carreras Open Conti,250,0.0798212005108556,28,0.0067049808429118,all-data/html/84ae4009fd.html
15478,2021-10-26 13:32:54+00:00,📌 Expande tu potencial más allá de tus propias fronteras,1950,0.126197256018638,64,0.003494693243593,all-data/html/84d3b237d5.html
537,2021-10-20 23:00:00+00:00,📌 Expande tu talento más allá de tus propias fronteras,179,0.334579439252336,65,0.0897196261682242,all-data/html/84eb58afa4.html
51,2020-05-15 21:29:29+00:00,📌 Hola  te recordamos que en treinta minutos es tu webinar,16,0.313725490196078,8,0.117647058823529,all-data/html/84ecaf6dbd.html
45,2020-05-15 22:00:00+00:00,📌 Hola  te recordamos que en una hora es tu webinar,21,0.466666666666667,7,0.111111111111111,all-data/html/851cfaa8ba.html
172,2021-02-25 15:15:00+00:00,📌 Ingeniería Ambiental: Conoce a tu directora académica y resuelve todas tus dudas,15,0.0872093023255814,5,0.0174418604651162,all-data/html/853132221c.html
288,2021-02-25 22:30:00+00:00,📌 Ingeniería Civil: Conoce a tu director académico y resuelve todas tus dudas,46,0.160839160839161,3,0.0104895104895104,all-data/html/85800c2fcf.html
117,2021-02-25 00:30:45+00:00,📌 Ingeniería de Minas: Conoce a tu director académico y resuelve todas tus dudas,13,0.111111111111111,0,0.0,all-data/html/8576822034.html
187,2021-02-25 00:39:02+00:00,📌 Ingeniería de Sistemas e Informática: Conoce a tu director académico y resuelve todas tus dudas,20,0.10752688172043,4,0.0161290322580645,all-data/html/85b5ca631e.html
74,2021-02-25 15:15:00+00:00,📌 Ingeniería Eléctrica: Conoce a tu director académico y resuelve todas tus dudas,10,0.138888888888889,0,0.0,all-data/html/85df374ff8.html
